pattern,row,xPosition,yPosition,zPosition,zRotation,label,target
52,52,0.4639598620103912,0.6135054215026852,,121.0494,boat1,0
53,53,0.5301021608408641,0.5996819236544141,,4.8935,wubby,0
54,54,0.4176966183904368,0.6977367861276504,,145.7522,buoy2,0
55,55,0.4326065233805539,0.6117479966546919,,202.9314,buoy1,0
56,56,0.44264997226960345,0.7622676653407912,,164.241,buoy1,0
57,57,0.4874528652250406,0.6013843256372513,,265.4312,buoy1,0
58,58,0.5733563731388099,0.7617691637917217,,332.367,dolphin,0
59,59,0.44975952586527634,0.6296647403513375,,171.0411,boat1,0
60,60,0.5080190673214781,0.6727117346816551,,278.5451,buoy1,0
61,61,0.5598763072526841,0.6041224118039447,,35.1099,orca,0
62,62,0.775173064127681,0.6432389971582622,,319.1892,boat1,0
63,63,0.7819300442733028,0.6458037582235476,,184.1441,boat2,0
64,64,0.5328407312554094,0.5979188338934823,,167.7992,wubby,0
65,65,0.5480254672377676,0.6761391322326432,,240.444,boat1,0
66,66,0.8322946155424056,0.6535869964500045,,243.0349,buoy2,0
67,67,0.6876100343724678,0.5912311451649032,,251.3434,shark,0
68,68,1.0341580276364657,0.8348397568220202,,45.9148,boat1,0
69,69,0.597409153089256,0.5905568801772878,,181.5529,boat2,0
70,70,0.2650276987709311,0.7348396921711677,,49.0868,shark,0
71,71,0.5230834818564992,0.6191143979779616,,265.9251,dolphin,0
72,72,0.5294647316623637,0.6299228278902761,,113.8138,orca,0
73,73,0.4087870712626511,0.6181408223487144,,59.6274,buoy2,0
74,74,0.8769544476122847,0.6740478780366169,,277.9253,wubby,0
75,75,0.5310334010438142,0.6251595311164583,,285.8185,boat1,0
76,76,0.5345405259031846,0.6037119107312857,,346.829,boat1,0
77,77,1.1722593586655297,0.8588017607874736,,230.5752,boat1,0
78,78,1.1202057084848631,0.7988282240966234,,79.5716,buoy2,0
79,79,0.6176794747892118,0.5904262149872748,,197.4192,dolphin,0
80,80,0.5739475708432145,0.6210833950190031,,136.749,buoy1,0
81,81,0.6260563354310659,0.7163534771237869,,14.9033,boat2,0
82,82,0.7787004738709951,0.6635809804487278,,197.608,boat2,0
83,83,0.5756501781628207,0.7719886337965649,,266.2374,boat1,0
84,84,0.6606981953434039,0.7022614063213513,,334.4703,buoy2,0
85,85,0.4518807269433104,0.7060835160463241,,17.4425,buoy1,0
86,86,0.33786239062015944,0.6821023327265213,,308.701,wubby,0
87,87,0.552204978060931,0.7539251714842431,,351.901,orca,0
88,88,0.6653588492955544,0.6775288876462776,,31.891,wubby,0
89,89,0.9739998911832403,0.7722206825722316,,60.4897,whale,1
90,90,0.5723241064837484,0.5973327077768572,,271.9198,orca,0
91,91,0.42607551588679426,0.7909959433212634,,253.2913,shark,0
92,92,0.5924392286757739,0.5937096005731888,,131.4479,wubby,0
93,93,0.5940493271467564,0.6646232765180141,,332.2935,wubby,0
94,94,0.2970889083425584,0.8299586069143459,,78.612,boat2,0
95,95,0.4365406464196802,0.6790794347487837,,336.4737,shark,0
96,96,0.451784813380833,0.6112191636429223,,292.7528,buoy1,0
97,97,0.579555632224705,0.605268341006425,,82.6632,orca,0
98,98,0.6902593501417091,0.6362891820608358,,59.7172,buoy2,0
99,99,0.6270325857132661,0.6168134556307477,,281.5284,dolphin,0
100,100,0.6201067952463712,0.5965614522883218,,343.2371,boat2,0
101,101,0.7293269750527778,0.8231375336736038,,171.2353,whale,1
102,102,0.6444551453279024,0.6905124092397052,,323.2432,wubby,0
103,103,0.5004481892655683,0.8311028631990245,,241.7981,shark,0
104,104,0.9795658679386133,0.7318840770657765,,49.1508,orca,0
105,105,0.4228839148470872,0.6129371809024918,,120.2634,buoy1,0
106,106,0.6253651339952159,0.6127621741796475,,332.5077,boat2,0
107,107,0.6757077744180244,0.5978565949771506,,335.299,wubby,0
108,108,0.6736778219633802,0.630510934475329,,79.4892,boat2,0
109,109,1.1116448468594493,0.8093837648556612,,190.97,shark,0
110,110,0.5428741421775121,0.5942675283256442,,27.6159,dolphin,0
111,111,0.4842905424384636,0.6047253418025578,,8.4413,boat2,0
112,112,0.5970573049078238,0.6962455916375312,,26.8854,dolphin,0
113,113,0.7467281420023413,0.6364892866061296,,69.558,shark,0
114,114,0.6214933977254342,0.5897256483256239,,139.5839,wubby,0
115,115,0.5053379651594693,0.6134348637791343,,224.8042,shark,0
116,116,0.41453230584017964,0.6011847992545515,,347.0096,whale,1
117,117,0.6581835934928137,0.6569641951144428,,140.1908,buoy2,0
118,118,0.7948120442274721,0.6493803041362652,,271.9617,boat1,0
119,119,0.6923209356459037,0.6337939889217102,,40.5553,shark,0
120,120,0.8731521537805098,0.7020305114206983,,18.2418,boat2,0
121,121,0.6351917236015918,0.6098388895745742,,52.7964,buoy2,0
122,122,0.3978669831584811,0.6432199975367021,,216.8433,wubby,0
123,123,0.5011571068587534,0.6216623286002935,,229.4103,wubby,0
124,124,0.6464101229231431,0.6892377846751148,,146.1805,orca,0
125,125,0.41581901567466995,0.761696262947644,,253.9732,whale,1
126,126,0.6068477342172992,0.6484305542512333,,291.1419,whale,1
127,127,0.41511342637537985,0.673671811580133,,142.253,boat1,0
128,128,0.6273952435033412,0.605902250654446,,252.8009,buoy1,0
129,129,0.6656400351633471,0.6066667042191096,,204.8937,buoy1,0
130,130,0.4330110009093415,0.618943689760697,,22.2587,buoy2,0
131,131,0.8115100794405965,0.7648283950344095,,6.0525,buoy2,0
132,132,0.9240410883301697,0.8562585367009525,,228.1369,buoy2,0
133,133,0.5418642692434165,0.6339293587779412,,324.9315,buoy1,0
134,134,0.483975459869941,0.6914096493982904,,322.5206,dolphin,0
135,135,0.44618126574257977,0.5930027597772782,,141.0406,buoy1,0
136,136,0.5425779154315586,0.5899963495706053,,82.7528,wubby,0
137,137,0.48525577542403864,0.6960213104911676,,126.1535,buoy2,0
138,138,0.6031337158335824,0.6046828086040339,,80.5445,boat2,0
139,139,0.41591564559105454,0.5963618033832923,,58.563,shark,0
140,140,0.3714807656462288,0.6283227378628301,,9.3933,buoy1,0
141,141,0.6841237774569021,0.5973438894993378,,53.6798,boat2,0
142,142,0.49500200525688,0.5926802873382718,,205.5195,wubby,0
143,143,0.5530668859640178,0.6356088787507375,,231.2269,orca,0
144,144,0.5240701265172175,0.6120367146212131,,267.1356,buoy1,0
145,145,0.4634092529471368,0.6313530488136819,,113.7179,boat2,0
146,146,1.1652530656453703,0.8515942789583051,,343.5711,shark,0
147,147,0.6909871924734214,0.6541840538017945,,89.956,buoy2,0
148,148,0.42369170284119256,0.6217274135742544,,287.002,whale,1
149,149,0.6876356543810823,0.6402100907833468,,309.6305,buoy2,0
150,150,0.7856637669567139,0.6711366731076278,,269.7394,buoy2,0
151,151,0.4051322835090964,0.593173416565904,,78.6049,shark,0
152,152,0.6864877629591235,0.6020281399084055,,151.2685,buoy1,0
153,153,0.6127424859662568,0.6002961183674309,,109.1892,wubby,0
154,154,0.8064361162050535,0.6710805135929118,,303.4265,orca,0
155,155,0.5972078541667025,0.6289446669206515,,348.385,buoy1,0
156,156,0.6355549280003612,0.5982934422756302,,305.7392,whale,1
157,157,0.4613057993062086,0.5934472416062969,,88.5186,orca,0
158,158,0.7421713517849102,0.6189495581580493,,111.36,boat2,0
159,159,0.277925256394031,0.7267411414943417,,80.3893,whale,1
160,160,0.4068511745637591,0.6207668055312813,,100.0946,orca,0
161,161,0.736504283115782,0.8082550366340464,,132.8571,orca,0
162,162,0.344013383529005,0.6628348773529358,,101.1081,boat2,0
163,163,0.6008450346301417,0.6191375866878436,,191.4302,boat1,0
164,164,0.6648774907298531,0.593430307966073,,77.8442,whale,1
165,165,0.6923022558275134,0.6037306153745132,,260.4236,whale,1
166,166,0.6300641497219198,0.6467383201404624,,153.6678,dolphin,0
167,167,0.7048800820559767,0.6090374002293384,,288.5701,dolphin,0
168,168,0.7141232620993696,0.6604999783011362,,318.7248,boat1,0
169,169,0.6062945312583073,0.5906401801167472,,237.2534,whale,1
170,170,0.6241666216701923,0.5895032972568803,,157.6229,buoy1,0
171,171,0.648267697273401,0.599001466542556,,72.9999,dolphin,0
172,172,0.762452762352132,0.6670360633516246,,129.5852,buoy1,0
173,173,0.6622347506319894,0.6525126679513155,,48.9567,orca,0
174,174,0.6550954944895699,0.7102694052047065,,237.1976,boat2,0
175,175,0.5641197159112985,0.6062617454874989,,132.8772,buoy2,0
176,176,0.5641112466713611,0.5974407055623335,,43.3163,dolphin,0
177,177,0.4007338740642675,0.5949675406861479,,250.0213,buoy2,0
178,178,0.49669152961625285,0.634171361074962,,83.4529,boat1,0
179,179,0.5221651965312879,0.6281317926275736,,48.1293,whale,1
180,180,0.9598339829480518,0.7558129950930698,,133.4415,buoy2,0
181,181,0.6977669383129765,0.5960731286898237,,175.6908,orca,0
182,182,0.46567791122713265,0.6533932448967184,,59.2524,dolphin,0
183,183,0.9258104062956589,0.7272335795616194,,143.8662,wubby,0
184,184,0.5146204865032906,0.5960781203894125,,75.9673,shark,0
185,185,0.526044051014526,0.6084400273785278,,215.5778,boat1,0
186,186,0.6800153242750492,0.5974695888556295,,72.5162,buoy2,0
187,187,0.8883412325886941,0.6965784179995929,,223.4148,whale,1
188,188,0.7250221776679755,0.6183691858616956,,9.3622,wubby,0
189,189,0.44502766037728314,0.6194642810797429,,359.0368,wubby,0
190,190,0.3430268177540362,0.7714808072075368,,211.3629,boat1,0
191,191,0.7802649787947469,0.6626992225528993,,65.3323,whale,1
192,192,0.5710516253514044,0.699864969326514,,267.9793,buoy1,0
193,193,0.7372298597221563,0.6133245127045764,,41.5388,buoy1,0
194,194,0.827908671178627,0.697103623237814,,10.8992,orca,0
195,195,0.5214752564686786,0.596354771339917,,135.196,dolphin,0
196,196,0.47627573932010553,0.6022950218153866,,72.1982,whale,1
197,197,0.5659897812284876,0.6667605170015507,,158.3955,boat1,0
198,198,0.5377572509537423,0.6442906205273363,,327.3816,dolphin,0
199,199,0.7128669192343204,0.6158084932434321,,174.3124,boat1,0
200,200,0.47672829044680476,0.6015941952363786,,262.4063,whale,1
201,201,0.4694141736680761,0.6266203907173472,,140.2359,boat1,0
202,202,0.658946293032573,0.6316556169114674,,265.5851,boat2,0
203,203,0.5922940058553868,0.6837309386132524,,259.9137,boat1,0
204,204,0.39202209283501066,0.652174588611379,,260.7945,shark,0
205,205,0.5575226154928271,0.6136449357940383,,319.2661,wubby,0
206,206,0.6658786803174426,0.5973120452938229,,359.2513,dolphin,0
207,207,0.5488580567708338,0.6128610606000824,,346.6927,buoy2,0
208,208,1.2432892004886764,0.8595216863686935,,350.3665,buoy1,0
209,209,0.4719535634764549,0.6181814303675319,,105.6369,buoy1,0
210,210,0.8217937198614457,0.6558527859454147,,325.4639,dolphin,0
211,211,0.5944182820205883,0.6559977211135843,,70.2168,whale,1
212,212,1.0075621910774968,0.77521801992668,,88.3756,buoy1,0
213,213,0.6502290615535675,0.6033841925931823,,0.15628,boat2,0
214,214,0.7976650750755703,0.6840783754844111,,3.7051,buoy1,0
215,215,0.5674302758299954,0.7104452544743352,,129.6181,buoy1,0
216,216,0.6955773093426573,0.6789851828206672,,264.8667,wubby,0
217,217,0.7670691649707297,0.6702841467816432,,323.0333,shark,0
218,218,0.7126247792584228,0.6360247298761401,,217.502,dolphin,0
219,219,0.3652656019997024,0.6336072522436189,,293.5022,wubby,0
220,220,0.38037779665435095,0.6653768923770752,,265.1477,buoy2,0
221,221,0.7860886842419865,0.6648321166355123,,235.4409,boat1,0
222,222,0.37530523747604244,0.6412102816068955,,184.8372,boat1,0
223,223,0.377411822521724,0.6203039834152264,,104.5028,buoy1,0
224,224,0.45735904642205616,0.5921491969620962,,315.5888,dolphin,0
225,225,0.40779961766295736,0.6126966927766715,,165.0166,buoy1,0
226,226,0.7033295672771194,0.6643750310747709,,356.4681,buoy2,0
227,227,0.45455547959964426,0.601817844112607,,35.2852,boat1,0
228,228,0.9072783070920157,0.7643227361822393,,30.1529,buoy1,0
229,229,0.6920625564993059,0.8180881022920365,,247.5041,boat1,0
230,230,0.9059198169945936,0.7985397424206488,,62.918,boat1,0
231,231,0.6793120063391159,0.7475774445703861,,291.7761,dolphin,0
232,232,0.3119765446167884,0.6842649786023486,,351.6162,orca,0
233,233,0.48417723621317116,0.6911221813939358,,56.5843,orca,0
234,234,0.2619930051293589,0.8674486996560532,,345.2474,boat2,0
235,235,0.631520149204011,0.6370980476038216,,244.0655,wubby,0
236,236,0.7612366664199843,0.7901959844824805,,293.9039,boat2,0
237,237,0.7969766823223734,0.7571579842600626,,151.6583,buoy2,0
238,238,0.39509755357077075,0.6237036342130051,,175.7708,orca,0
239,239,0.6924233859339783,0.5994127237614042,,140.7571,shark,0
240,240,0.5926527122060308,0.5904672907934546,,71.9458,whale,1
241,241,0.6994248767332538,0.6322432127874318,,250.0136,whale,1
242,242,0.5656781106873671,0.5888920190284624,,164.5476,dolphin,0
243,243,0.5237099685629895,0.6349146337058665,,211.5805,dolphin,0
244,244,0.7385597111216631,0.6411945348392624,,206.1705,boat1,0
245,245,0.8785704932974557,0.682384999487341,,62.1811,shark,0
246,246,0.37431616731517814,0.6576623064694944,,224.5766,shark,0
247,247,0.6615644727891471,0.6453978373373768,,4.1761,boat2,0
248,248,0.6066512842127882,0.8090917637238555,,81.0416,orca,0
249,249,0.5926140112270042,0.5970394953420173,,209.0179,shark,0
250,250,0.7648851010246993,0.814479909102471,,97.4349,wubby,0
251,251,0.4086953204728594,0.656342963622141,,162.0653,buoy1,0
252,252,0.6339780224784497,0.6022904368536516,,45.4529,whale,1
253,253,0.5287367718421871,0.6656822889763284,,187.862,wubby,0
254,254,0.5000162038019387,0.6260889681861422,,5.1269,dolphin,0
255,255,0.3979642971690569,0.6030191825545717,,36.2531,buoy2,0
256,256,0.5858584776105908,0.5971622636578227,,132.3618,buoy1,0
257,257,0.5028494678789206,0.593628256612393,,343.9652,buoy2,0
258,258,0.4399696291197421,0.7340888524676868,,276.9978,boat1,0
259,259,0.8534559422395386,0.705813260802571,,217.0041,buoy1,0
260,260,0.6260691324421274,0.5962209951972234,,224.3554,boat1,0
261,261,0.522943633577145,0.6289191536461969,,264.1172,whale,1
262,262,0.5634765152834507,0.6432284648074642,,149.4636,boat1,0
263,263,0.41956137560050355,0.6261805952217481,,331.9278,orca,0
264,264,0.5947374011441888,0.6029474346726887,,61.3939,buoy1,0
265,265,0.6304896264231807,0.6384148236238193,,165.6628,wubby,0
266,266,0.6549076794751618,0.7288529415251712,,292.4575,whale,1
267,267,0.8051964189748222,0.6526836740510398,,355.2882,boat2,0
268,268,0.5873757252656875,0.6581135083308879,,9.0031,buoy1,0
269,269,0.6219091788669807,0.5910497643299003,,192.8607,buoy2,0
270,270,0.6694878571560673,0.6251898267347509,,30.1469,boat2,0
271,271,0.7515341423409901,0.6157406404493513,,216.1237,whale,1
272,272,0.5587823697809432,0.6129373130562685,,30.4166,orca,0
273,273,0.5432879325106682,0.6778329153438257,,178.5002,buoy1,0
274,274,0.4034739999694772,0.6409306486861173,,274.376,buoy2,0
275,275,0.3823757296742608,0.6344196442591021,,289.9248,boat1,0
276,276,0.5261794402965184,0.7515688342254658,,129.4086,boat1,0
277,277,0.6314340036000845,0.6335862542422616,,33.228,wubby,0
278,278,0.5815445509756862,0.6158087128883794,,199.351,buoy2,0
279,279,0.3729773974305167,0.6584291041057658,,343.5036,dolphin,0
280,280,0.7032618692906474,0.6014245914934417,,31.4352,boat1,0
281,281,0.3861912020438395,0.6117116595741503,,329.8932,wubby,0
282,282,0.6749498566951304,0.6743081365799458,,111.9686,dolphin,0
283,283,0.8000802893272325,0.6526193500339215,,187.6981,whale,1
284,284,0.6005921950516537,0.6676405846914789,,20.7052,buoy2,0
285,285,0.6539553222318366,0.6071357275512307,,85.6329,buoy1,0
286,286,0.5801869391117352,0.6114009646870449,,135.3662,boat2,0
287,287,0.45387034036100343,0.6576029345672579,,262.1415,buoy2,0
288,288,0.5158399705023893,0.6159308253751368,,316.8077,whale,1
289,289,0.5228492106485843,0.5925702272659698,,93.9651,boat2,0
290,290,0.6523459001867885,0.6062803694735337,,108.1115,boat1,0
291,291,0.45662523893508045,0.6145718529583262,,49.5176,shark,0
292,292,0.43988885803902766,0.7803629243057165,,187.0629,shark,0
293,293,0.8153075521076631,0.6667835986479668,,0.097456,boat1,0
294,294,0.6425741127466809,0.6292736356945966,,23.5114,dolphin,0
295,295,0.7162692434566256,0.6515844381554856,,141.3563,boat1,0
296,296,0.3083435934664406,0.82721221338248,,225.3032,boat2,0
297,297,0.636250556564379,0.7173917940031714,,154.3998,shark,0
298,298,0.4691255848050383,0.6016102733806803,,203.7113,wubby,0
299,299,0.5554627675405733,0.862873638692485,,92.894,orca,0
300,300,0.6948674071406093,0.59903853051053,,143.6505,buoy2,0
301,301,0.7671049690995365,0.8033835571489237,,240.0462,whale,1
302,302,0.43654399958550877,0.6188787693741981,,151.5792,boat2,0
303,303,0.5584639983904189,0.6438757848883745,,75.3995,dolphin,0
304,304,0.4957646199896055,0.7218564694941191,,274.9898,dolphin,0
305,305,0.5102603033705637,0.6321256443022114,,326.3275,boat2,0
306,306,0.8916853155183981,0.7718806757004439,,243.0165,whale,1
307,307,0.6383540473940564,0.6186195410139196,,346.1014,boat2,0
308,308,0.45729585601875555,0.6280299090266678,,73.5348,buoy2,0
309,309,1.1747926915830749,0.8220705286733316,,296.5325,dolphin,0
310,310,0.37301393311571085,0.8217414372977533,,59.9126,boat1,0
311,311,0.5915085167932934,0.7537764532391906,,26.8464,buoy2,0
312,312,0.6589260828639898,0.8583970218200696,,287.2949,buoy2,0
313,313,0.3701218724437233,0.6565568333330979,,192.8679,buoy2,0
314,314,0.7105153998688736,0.6017864340501922,,207.6051,buoy2,0
315,315,0.7045099317447605,0.6255524192727736,,264.0107,shark,0
316,316,0.4738574774608387,0.6403930168297159,,163.0146,orca,0
317,317,0.6873388319202499,0.5990251698647394,,145.4177,boat1,0
318,318,0.8180288737843256,0.788510754094162,,90.6264,orca,0
319,319,0.4508108027436981,0.5954114526716667,,288.6752,boat2,0
320,320,0.9168093049280142,0.7812623147708062,,332.6696,buoy1,0
321,321,0.4323458367074551,0.6409295600195495,,60.9364,buoy2,0
322,322,0.5587420518004343,0.7590952637403281,,254.404,shark,0
323,323,0.5390438369419006,0.6340023946938014,,183.5448,boat1,0
324,324,0.3656816666021663,0.8759405534532906,,199.5104,orca,0
325,325,0.5761330334507657,0.6080246267257786,,218.4002,orca,0
326,326,0.510722842919499,0.6003288928225071,,41.4512,boat2,0
327,327,0.4211126779608386,0.5947253898769477,,318.9852,whale,1
328,328,0.4176845202921771,0.5895731448427269,,60.6506,wubby,0
329,329,0.46756525263864596,0.6429992151679207,,141.8014,orca,0
330,330,0.7585959682094336,0.7012105728246879,,87.0164,shark,0
331,331,0.9803764087599735,0.7863278388751624,,311.8178,boat1,0
332,332,0.7068605747028157,0.6425200963069858,,283.2191,boat2,0
333,333,0.7032684790672307,0.6300442955524157,,112.4803,dolphin,0
334,334,0.7175204255435096,0.6084093367039176,,350.1396,wubby,0
335,335,0.41854307247976297,0.7995339849408329,,330.1,boat2,0
336,336,0.40608780877105943,0.6197967627348913,,189.0032,whale,1
337,337,0.45231193424926786,0.6409326136390828,,24.9238,wubby,0
338,338,1.0126042530552208,0.7438410665759098,,257.4019,boat2,0
339,339,0.6759955449449835,0.5930665857840558,,74.3438,wubby,0
340,340,0.6278507234136587,0.6293346527466601,,284.6414,wubby,0
341,341,0.8344099848549051,0.6554070710421195,,131.5605,orca,0
342,342,0.5785550647263747,0.5928152638224081,,322.9425,boat2,0
343,343,0.5266562357722084,0.6205068775110593,,281.2822,whale,1
344,344,0.5039740564963796,0.6530777532548078,,336.2613,orca,0
345,345,0.6149555820684103,0.6011203365345797,,197.8989,whale,1
346,346,0.6565706487221209,0.6382931385694508,,134.863,wubby,0
347,347,0.5199961912360115,0.6348602194884763,,151.2633,boat1,0
348,348,0.5486758171121469,0.6175454001829283,,141.6777,boat1,0
349,349,0.7045785704491684,0.6724453737442738,,327.0893,dolphin,0
350,350,0.5153672696959394,0.7131389443529166,,196.509,wubby,0
351,351,0.4237834804917799,0.6310304606466517,,168.7222,dolphin,0
352,352,0.5123357280503757,0.5987695748517572,,65.0219,buoy2,0
353,353,0.7430944531740548,0.6628234371406564,,29.1285,boat2,0
354,354,1.0573830880977606,0.7781481401600412,,315.5648,shark,0
355,355,0.37837917371820806,0.6547386125504102,,188.4153,orca,0
356,356,0.8551156929820831,0.6916111380656373,,322.1773,whale,1
357,357,0.7524101059886202,0.6640698686987001,,145.7116,buoy2,0
358,358,0.6362896169930814,0.6016841083687952,,159.3793,boat1,0
359,359,0.47808880537873055,0.6635491387276975,,340.4489,wubby,0
360,360,0.6970897866251797,0.6667245547184744,,225.8355,wubby,0
361,361,0.37172362742411835,0.6741983086962886,,140.1097,boat1,0
362,362,1.0519959531454646,0.7607919171690078,,229.7703,shark,0
363,363,0.8802787635521684,0.7052472146557006,,108.7962,buoy2,0
364,364,0.9979129229278731,0.7965715158560069,,191.564,buoy1,0
365,365,0.6649277207563516,0.6577924847391207,,2.7584,wubby,0
366,366,0.7386097433303567,0.7062908553062325,,234.7463,boat2,0
367,367,0.5847865692774099,0.6924503643349282,,143.3277,buoy1,0
368,368,0.7591542283356045,0.6587768794172608,,269.4193,wubby,0
369,369,0.7604657821921785,0.773802220239858,,11.4923,orca,0
370,370,0.7603296313617216,0.644803565035783,,275.03,boat2,0
371,371,0.40317414172901406,0.6144770074717399,,24.78,boat1,0
372,372,0.7265530390039969,0.7114679596142361,,116.0594,boat2,0
373,373,0.7193134709209761,0.6061985428409827,,327.4963,boat2,0
374,374,0.2619468137867715,0.8065877166735663,,285.4743,boat1,0
375,375,0.4129567414297006,0.6658371846680178,,111.0101,boat2,0
376,376,0.896885029442824,0.8773965338649238,,18.0624,dolphin,0
377,377,0.44001618674943926,0.720719113052885,,73.1484,shark,0
378,378,1.0253314680483152,0.8799955167116795,,143.884,whale,1
379,379,0.4678952959292068,0.7348526694355848,,208.0952,boat2,0
380,380,0.5707267706052304,0.7594863445881938,,328.0046,orca,0
381,381,0.5994469182789508,0.7023899748687156,,298.6508,orca,0
382,382,0.25995161242338544,0.7418784637045478,,342.3048,buoy2,0
383,383,0.809349184253917,0.7617411342901693,,207.6834,boat2,0
384,384,0.601464374090221,0.6281293069369599,,69.4322,buoy2,0
385,385,0.6873709321495699,0.5959658278111709,,256.6691,boat2,0
386,386,0.49459318165880095,0.5930050031806093,,329.7539,buoy2,0
387,387,0.29132033285190595,0.7205052858137901,,251.9781,shark,0
388,388,0.6056127544953247,0.6470889926837611,,170.8781,orca,0
389,389,0.6074441107322686,0.6702041130714648,,319.7891,boat1,0
390,390,0.7081321213125183,0.6397728934864368,,173.9367,boat2,0
391,391,0.723768248051047,0.7035322648671447,,227.9084,whale,1
392,392,1.1638925515678138,0.8113240667556532,,99.4918,boat2,0
393,393,0.6847665134987848,0.6563128971508141,,231.6343,orca,0
394,394,0.6758496496012167,0.7424058118445467,,247.7867,boat2,0
395,395,0.8445011809293703,0.8513273683698807,,324.5032,buoy1,0
396,396,0.6911925496175217,0.5918734157446285,,116.7323,whale,1
397,397,0.3984058138892033,0.6575344413174709,,59.1421,whale,1
398,398,0.49830685381702444,0.5913734261529624,,292.3629,shark,0
399,399,0.5131463773902739,0.6084574412843078,,76.6714,buoy1,0
400,400,0.9710360595392717,0.8725830694379932,,61.0405,boat2,0
401,401,0.679306145471805,0.6175486144050362,,282.3839,boat2,0
402,402,0.47076166187384266,0.6145288119697789,,260.921,orca,0
403,403,0.4722123484795776,0.6218780800849376,,117.879,boat1,0
404,404,0.7823335248754506,0.6351089927330652,,223.3679,shark,0
405,405,0.9618459196727174,0.7218075061961524,,163.0305,buoy1,0
406,406,0.42721571051294727,0.6074534684586083,,263.2515,dolphin,0
407,407,0.955235053507459,0.7176618191241133,,65.2443,buoy1,0
408,408,0.7720174423097074,0.6715045620059298,,58.3722,shark,0
409,409,0.588550381406393,0.596780190208939,,249.2109,whale,1
410,410,0.4861977260482472,0.5996651850179889,,216.5322,buoy2,0
411,411,0.7146412295572657,0.6638263291374065,,214.1117,buoy2,0
412,412,0.32397538797619785,0.6861057263324334,,338.8669,dolphin,0
