pattern,row,xPosition,yPosition,zPosition,zRotation,label,target
175,175,2271.6558,248.5781,100,132.8772,buoy2,0
176,176,2526.5494,281.2135,100,43.3163,dolphin,0
177,177,2606.5133,-737.9785,100,250.0213,buoy2,0
178,178,1685.958,-127.2555,100,83.4529,boat1,0
179,179,1791.0684,-8.9855,100,48.1293,whale,1
180,180,625.5907,963.1351,100,133.4415,buoy2,0
181,181,2570.2579,1119.2945,100,175.6908,orca,0
182,182,1406.5194,-246.3918,100,59.2524,dolphin,0
183,183,772.6914,1008.8218,100,143.8662,wubby,0
184,184,2570.0961,-21.4408,100,75.9673,shark,0
185,185,2215.0965,31.2161,100,215.5778,boat1,0
186,186,2525.6395,992.6643,100,72.5162,buoy2,0
187,187,978.0211,1069.6271,100,223.4148,whale,1
188,188,1983.6553,1025.057,100,9.3622,wubby,0
189,189,1960.485,-387.8548,100,359.0368,wubby,0
190,190,558.0908,-458.4974,100,211.3629,boat1,0
191,191,1294.9547,918.2892,100,65.3323,whale,1
192,192,952.9932,100.2276,100,267.9793,buoy1,0
193,193,2096.1746,1140.1565,100,41.5388,buoy1,0
194,194,973.9655,883.0081,100,10.8992,orca,0
195,195,2561.155,20.868,100,135.196,dolphin,0
196,196,2380.8393,-251.2793,100,72.1982,whale,1
197,197,1250.1687,124.2936,100,158.3955,boat1,0
198,198,1529.5686,44.0845,100,327.3816,dolphin,0
199,199,2039.5454,987.4027,100,174.3124,boat1,0
200,200,2401.0157,-249.5711,100,262.4063,whale,1
201,201,1818.9409,-257.045,100,140.2359,boat1,0
202,202,1728.5692,609.9329,100,265.5851,boat2,0
203,203,1084.4492,188.0922,100,259.9137,boat1,0
204,204,1422.1397,-537.0993,100,260.7945,shark,0
205,205,2088.7306,190.3831,100,319.2661,wubby,0
206,206,2530.6091,907.5242,100,359.2513,dolphin,0
207,207,2107.0162,146.547,100,346.6927,buoy2,0
208,208,288.2071,1124.6411,100,350.3665,buoy1,0
209,209,1987.671,-254.5087,100,105.6369,buoy1,0
210,210,1375.7379,1123.0192,100,325.4639,dolphin,0
211,211,1373.9543,249.6799,100,70.2168,whale,1
212,212,543.1254,991.0675,100,88.3756,buoy1,0
213,213,2350.0256,757.0335,100,0.15628,boat2,0
214,214,1081.3756,855.1351,100,3.7051,buoy1,0
215,215,877.7308,79.2354,100,129.6181,buoy1,0
216,216,1127.6272,541.3647,100,264.8667,wubby,0
217,217,1213.0426,826.0038,100,323.0333,shark,0
218,218,1655.5743,822.868,100,217.502,dolphin,0
219,219,1695.3732,-715.9412,100,293.5022,wubby,0
220,220,1265.1796,-545.3361,100,265.1477,buoy2,0
221,221,1271.159,926.0929,100,235.4409,boat1,0
222,222,1574.8011,-640.9068,100,184.8372,boat1,0
223,223,1943.0041,-722.2546,100,104.5028,buoy1,0
224,224,2702.8704,-389.3993,100,315.5888,dolphin,0
225,225,2110.8827,-602.0624,100,165.0166,buoy1,0
226,226,1276.2065,627.7036,100,356.4681,buoy2,0
227,227,2394.5468,-379.5817,100,35.2852,boat1,0
228,228,587.9363,809.5262,100,30.1529,buoy1,0
229,229,396.6089,248.8115,100,247.5041,boat1,0
230,230,458.1999,701.1256,100,62.918,boat1,0
231,231,664.4966,320.8959,100,291.7761,dolphin,0
232,232,1079.7296,-723.0985,100,351.6162,orca,0
233,233,1021.4724,-162.0402,100,56.5843,orca,0
234,234,270.2538,-500.0962,100,345.2474,boat2,0
235,235,1638.3542,461.5471,100,244.0655,wubby,0
236,236,487.0153,426.178,100,293.9039,boat2,0
237,237,619.4735,578.549,100,151.6583,buoy2,0
238,238,1874.6557,-619.9458,100,175.7708,orca,0
239,239,2465.6399,1045.7502,100,140.7571,shark,0
240,240,2763.234,500.3484,100,71.9458,whale,1
241,241,1718.4715,789.8862,100,250.0136,whale,1
242,242,2821.8421,329.6243,100,164.5476,dolphin,0
243,243,1673.6727,-7.3381,100,211.5805,dolphin,0
244,244,1575.0374,898.5339,100,206.1705,boat1,0
245,245,1096.4666,1129.5645,100,62.1811,shark,0
246,246,1353.7047,-589.5216,100,224.5766,shark,0
247,247,1513.7782,552.4277,100,4.1761,boat2,0
248,248,423.986,93.9739,100,81.0416,orca,0
249,249,2539.2446,458.6033,100,209.0179,shark,0
250,250,407.401,391.5239,100,97.4349,wubby,0
251,251,1369.719,-461.963,100,162.0653,buoy1,0
252,252,2380.9704,671.2635,100,45.4529,whale,1
253,253,1261.8448,-8.7117,100,187.862,wubby,0
254,254,1828.8999,-112.4231,100,5.1269,dolphin,0
255,255,2360.2795,-705.1804,100,36.2531,buoy2,0
256,256,2535.3488,416.2764,100,132.3618,buoy1,0
257,257,2651.5791,-94.2886,100,343.9652,buoy2,0
258,258,734.1322,-265.9535,100,276.9978,boat1,0
259,259,909.728,915.1576,100,217.0041,buoy1,0
260,260,2565.4721,671.5169,100,224.3554,boat1,0
261,261,1776.8072,-6.0045,100,264.1172,whale,1
262,262,1544.9458,152.698,100,149.4636,boat1,0
263,263,1827.1768,-493.9684,100,331.9278,orca,0
264,264,2362.3036,438.1713,100,61.3939,buoy1,0
265,265,1617.5929,451.6309,100,165.6628,wubby,0
266,266,763.3745,292.5447,100,292.4575,whale,1
267,267,1415.5841,1083.6161,100,355.2882,boat2,0
268,268,1348.2893,218.1803,100,9.0031,buoy1,0
269,269,2742.0766,688.7058,100,192.8607,buoy2,0
270,270,1845.9426,697.6325,100,30.1469,boat2,0
271,271,2041.06,1187.9617,100,216.1237,whale,1
272,272,2105.2263,198.9556,100,30.4166,orca,0
273,273,1138.4585,33.1603,100,178.5002,buoy1,0
274,274,1579.0052,-522.3504,100,274.376,buoy2,0
275,275,1681.8391,-636.1254,100,289.9248,boat1,0
276,276,645.3226,-50.2284,100,129.4086,boat1,0
277,277,1695.7252,476.2521,100,33.228,wubby,0
278,278,2039.5405,308.8473,100,199.351,buoy2,0
279,279,1344.5198,-592.2694,100,343.5036,dolphin,0
280,280,2405.9404,1086.7208,100,31.4352,boat1,0
281,281,2134.2925,-722.1265,100,329.8932,wubby,0
282,282,1172.4804,488.096,100,111.9686,dolphin,0
283,283,1416.41,1064.0608,100,187.6981,whale,1
284,284,1240.7498,246.5638,100,20.7052,buoy2,0
285,285,2248.6865,747.3979,100,85.6329,buoy1,0
286,286,2141.7622,318.2261,100,135.3662,boat2,0
287,287,1354.4196,-287.6469,100,262.1415,buoy2,0
288,288,2036.8192,-30.7398,100,316.8077,whale,1
289,289,2688.1029,35.202,100,93.9651,boat2,0
290,290,2271.1624,745.2569,100,108.1115,boat1,0
291,291,2067.4311,-339.0404,100,49.5176,shark,0
292,292,523.1757,-240.7983,100,187.0629,shark,0
293,293,1249.9204,1018.7733,100,0.097456,boat1,0
294,294,1770.4433,547.4594,100,23.5114,dolphin,0
295,295,1429.7943,741.242,100,141.3563,boat1,0
296,296,370.3806,-462.9938,100,225.3032,boat2,0
297,297,832.3008,262.5435,100,154.3998,shark,0
298,298,2400.5497,-294.3225,100,203.7113,wubby,0
299,299,280.5198,-21.0397,100,92.894,orca,0
300,300,2477.0111,1064.8932,100,143.6505,buoy2,0
301,301,442.1988,414.3372,100,240.0462,whale,1
302,302,1972.8203,-431.9147,100,151.5792,boat2,0
303,303,1535.5473,130.6573,100,75.3995,dolphin,0
304,304,804.6039,-123.9237,100,274.9898,dolphin,0
305,305,1720.4847,-66.0314,100,326.3275,boat2,0
306,306,556.4699,749.5758,100,243.0165,whale,1
307,307,1978.3205,585.4465,100,346.1014,boat2,0
308,308,1792.9266,-312.0929,100,73.5348,buoy2,0
309,309,384.9782,1141.2354,100,296.5325,dolphin,0
310,310,385.9284,-348.6759,100,59.9126,boat1,0
311,311,634.9766,103.2728,100,26.8464,buoy2,0
312,312,290.8186,152.8489,100,287.2949,buoy2,0
313,313,1367.1047,-608.9214,100,192.8679,buoy2,0
314,314,2395.4536,1125.1005,100,207.6051,buoy2,0
315,315,1839.0405,862.2109,100,264.0107,shark,0
316,316,1587.1352,-223.9265,100,163.0146,orca,0
317,317,2477.4187,1019.5581,100,145.4177,boat1,0
318,318,493.0376,547.1158,100,90.6264,orca,0
319,319,2591.8552,-421.0004,100,288.6752,boat2,0
320,320,519.7632,774.2728,100,332.6696,buoy1,0
321,321,1579.0216,-399.7625,100,60.9364,buoy2,0
322,322,610.7741,23.1676,100,254.404,shark,0
323,323,1688.7698,61.8518,100,183.5448,boat1,0
324,324,251.8612,-326.2975,100,199.5104,orca,0
325,325,2225.7064,309.2323,100,218.4002,orca,0
326,326,2438.1569,-48.5456,100,41.4512,boat2,0
327,327,2614.5671,-610.8418,100,318.9852,whale,1
328,328,2796.2478,-662.4082,100,60.6506,wubby,0
329,329,1548.2947,-248.2261,100,141.8014,orca,0
330,330,942.982,656.5551,100,87.0164,shark,0
331,331,500.9438,891.4327,100,311.8178,boat1,0
332,332,1555.3285,756.0366,100,283.2191,boat2,0
333,333,1756.7276,822.8308,100,112.4803,dolphin,0
334,334,2215.8776,1088.1595,100,350.1396,wubby,0
335,335,454.8733,-275.2303,100,330.1,boat2,0
336,336,1953.5341,-581.5978,100,189.0032,whale,1
337,337,1578.9756,-314.9812,100,24.9238,wubby,0
338,338,683.0144,1145.4456,100,257.4019,boat2,0
339,339,2670.8649,1019.1038,100,74.3438,wubby,0
340,340,1769.3514,479.0273,100,284.6414,wubby,0
341,341,1381.2438,1175.1415,100,131.5605,orca,0
342,342,2679.57,393.9555,100,322.9425,boat2,0
343,343,1938.8168,19.8651,100,281.2822,whale,1
344,344,1410.5394,-96.9651,100,336.2613,orca,0
345,345,2414.8163,567.7649,100,197.8989,whale,1
346,346,1619.4949,564.9796,100,134.863,wubby,0
347,347,1674.5675,-23.7742,100,151.2633,boat1,0
348,348,2001.3697,135.2959,100,141.6777,boat1,0
349,349,1191.0219,597.3966,100,327.0893,dolphin,0
350,350,859.7627,-69.356,100,196.509,wubby,0
351,351,1739.4118,-460.5674,100,168.7222,dolphin,0
352,352,2485.2375,-37.7643,100,65.0219,buoy2,0
353,353,1293.5518,780.8973,100,29.1285,boat2,0
354,354,531.6732,1086.6241,100,315.5648,shark,0
355,355,1389.5607,-582.8225,100,188.4153,orca,0
356,356,1017.4776,996.5104,100,322.1773,whale,1
357,357,1279.592,808.0861,100,145.7116,buoy2,0
358,358,2398.4116,689.5403,100,159.3793,boat1,0
359,359,1285.3982,-192.6686,100,340.4489,wubby,0
360,360,1250.5557,594.8772,100,225.8355,wubby,0
361,361,1173.5626,-553.1454,100,140.1097,boat1,0
362,362,603.2614,1154.0673,100,229.7703,shark,0
363,363,913.7372,996.193,100,108.7962,buoy2,0
364,364,464.8511,892.14,100,191.564,buoy1,0
365,365,1352.1391,512.9518,100,2.7584,wubby,0
366,366,906.3624,579.6412,100,234.7463,boat2,0
367,367,1010.6684,151.13,100,143.3277,buoy1,0
368,368,1340.3833,864.1918,100,269.4193,wubby,0
369,369,548.7468,456.7463,100,11.4923,orca,0
370,370,1522.2233,963.2983,100,275.03,boat2,0
371,371,2069.5947,-618.6271,100,24.78,boat1,0
372,372,870.855,528.5794,100,116.0594,boat2,0
373,373,2273.3315,1123.2575,100,327.4963,boat2,0
374,374,431.892,-577.1284,100,285.4743,boat1,0
375,375,1260.1581,-426.5796,100,111.0101,boat2,0
376,376,248.7908,516.7936,100,18.0624,dolphin,0
377,377,811.5532,-275.1225,100,73.1484,shark,0
378,378,243.3685,714.7589,100,143.884,whale,1
379,379,729.9753,-194.3012,100,208.0952,boat2,0
380,380,609.0337,50.6007,100,328.0046,orca,0
381,381,934.3168,181.5281,100,298.6508,orca,0
382,382,692.9704,-706.3655,100,342.3048,buoy2,0
383,383,599.1008,594.7346,100,207.6834,boat2,0
384,384,1791.1137,361.3617,100,69.4322,buoy2,0
385,385,2573.74,1055.8477,100,256.6691,boat2,0
386,386,2672.9936,-147.2874,100,329.7539,buoy2,0
387,387,812.8677,-678.8014,100,251.9781,shark,0
388,388,1490.1189,317.1578,100,170.8781,orca,0
389,389,1213.8688,265.2453,100,319.7891,boat1,0
390,390,1596.5903,778.5512,100,173.9367,boat2,0
391,391,926.02,545.3876,100,227.9084,whale,1
392,392,417.0452,1163.5615,100,99.4918,boat2,0
393,393,1370.0871,594.8184,100,231.6343,orca,0
394,394,690.2794,321.5952,100,247.7867,boat2,0
395,395,307.6174,474.2664,100,324.5032,buoy1,0
396,396,2712.6167,1132.7817,100,116.7323,whale,1
397,397,1355.245,-498.4045,100,59.1421,whale,1
398,398,2730.4367,-123.5882,100,292.3629,shark,0
399,399,2214.6535,-39.9674,100,76.6714,buoy1,0
400,400,259.033,644.015,100,61.0405,boat2,0
401,401,2001.3001,800.2759,100,282.3839,boat2,0
402,402,2068.4125,-265.2652,100,260.921,orca,0
403,403,1910.8836,-248.9309,100,117.879,boat1,0
404,404,1670.4825,1137.9453,100,223.3679,shark,0
405,405,804.9016,1133.4694,100,163.0305,buoy1,0
406,406,2240.4285,-517.8253,100,263.2515,dolphin,0
407,407,830.5934,1139.0262,100,65.2443,buoy1,0
408,408,1200.5396,836.5904,100,58.3722,shark,0
409,409,2547.5056,435.008,100,249.2109,whale,1
410,410,2458.0162,-195.3693,100,216.5322,buoy2,0
411,411,1282.3029,671.4998,100,214.1117,buoy2,0
412,412,1063.6695,-678.4788,100,338.8669,dolphin,0
413,413,1816.3658,702.7591,100,119.8949,boat2,0
414,414,2597.4056,1077.2935,100,159.8033,orca,0
415,415,2594.5643,272.3947,100,219.9934,dolphin,0
416,416,1772.2295,542.8797,100,246.2549,boat1,0
417,417,1101.3599,358.4431,100,55.6717,buoy2,0
418,418,2449.4348,937.9188,100,307.845,shark,0
419,419,1385.8105,-167.4493,100,61.7881,wubby,0
420,420,2582.2807,-719.3627,100,149.9745,shark,0
421,421,325.9347,83.7427,100,158.5751,whale,1
422,422,1618.9846,-288.5231,100,285.139,buoy1,0
423,423,2095.7281,123.4674,100,353.4104,wubby,0
424,424,704.3918,289.5145,100,353.8702,boat1,0
425,425,1111.6203,399.416,100,63.6929,shark,0
426,426,726.1765,614.3085,100,210.7323,shark,0
427,427,1073.7914,-703.8331,100,104.8212,shark,0
428,428,1285.9889,-540.7873,100,56.4274,shark,0
429,429,1660.7867,497.3014,100,185.7253,whale,1
430,430,366.233,937.9625,100,284.9869,boat1,0
431,431,1671.5762,-293.5665,100,95.2041,boat2,0
432,432,951.7615,91.9932,100,199.404,dolphin,0
433,433,865.4895,1166.0594,100,133.0693,whale,1
434,434,869.746,-398.5377,100,111.6415,buoy2,0
435,435,639.273,641.7148,100,195.0896,boat2,0
436,436,2717.1184,-681.6152,100,73.7313,buoy1,0
437,437,2663.363,-436.7721,100,28.5751,buoy1,0
438,438,2360.4704,530.3541,100,214.1042,buoy1,0
439,439,2126.1982,432.6041,100,46.1154,buoy2,0
440,440,695.3524,532.1763,100,272.5352,whale,1
441,441,1173.3608,127.8732,100,39.157,wubby,0
442,442,728.966,-359.4075,100,207.7452,whale,1
443,443,243.1038,-339.9532,100,62.5311,boat2,0
444,444,1059.5265,-67.6542,100,318.0248,buoy2,0
445,445,2052.008,619.2337,100,59.6389,boat1,0
446,446,1859.4109,-545.3836,100,198.2993,orca,0
447,447,1646.531,368.3183,100,251.7654,buoy1,0
448,448,1377.1064,871.8776,100,265.3787,wubby,0
449,449,984.4366,-628.7025,100,261.189,dolphin,0
450,450,1539.2971,-609.0271,100,227.0067,boat1,0
451,451,2212.4046,-518.0321,100,211.816,boat2,0
452,452,2214.6368,-659.0756,100,68.4094,shark,0
453,453,1731.9848,-187.8008,100,86.3914,boat1,0
454,454,2176.4467,-292.0802,100,44.9146,shark,0
455,455,1911.9344,1030.588,100,256.5814,wubby,0
456,456,559.1386,-16.9475,100,72.0614,orca,0
457,457,1546.3905,465.1996,100,207.1024,shark,0
458,458,1139.4068,206.8977,100,282.3635,wubby,0
459,459,478.6625,634.6389,100,274.8365,buoy1,0
460,460,622.9301,1098.282,100,312.306,orca,0
461,461,753.2595,-371.2484,100,12.2479,whale,1
462,462,1981.1799,397.0211,100,125.3912,wubby,0
463,463,1357.614,698.3738,100,34.4558,buoy1,0
464,464,2038.5061,-122.9731,100,191.6684,whale,1
465,465,905.072,669.6742,100,301.4292,wubby,0
466,466,265.2749,477.4831,100,125.7817,dolphin,0
467,467,1618.6132,998.1096,100,196.3014,shark,0
468,468,963.6252,61.5608,100,183.0648,dolphin,0
469,469,2690.7361,-187.1386,100,62.8615,buoy1,0
470,470,2587.6881,1079.9906,100,111.5369,shark,0
471,471,1257.0531,-108.4986,100,67.1977,orca,0
472,472,304.3751,1184.6287,100,266.2121,buoy1,0
473,473,1979.0213,1136.5995,100,170.2203,buoy2,0
474,474,2408.2719,721.2495,100,335.3362,dolphin,0
475,475,2756.1841,-438.5687,100,337.0144,wubby,0
476,476,387.4562,827.8661,100,306.1083,dolphin,0
477,477,1406.3387,1147.9862,100,47.1218,dolphin,0
478,478,1748.5981,33.5429,100,34.7647,boat2,0
479,479,2018.3919,-526.8267,100,69.8037,whale,1
480,480,2103.3308,322.8397,100,303.7289,orca,0
481,481,1923.6055,490.4509,100,223.1678,buoy2,0
482,482,2122.7087,786.7421,100,75.5184,whale,1
483,483,1208.2655,-627.3082,100,186.544,buoy1,0
484,484,1746.2976,-29.2137,100,357.5846,buoy2,0
485,485,540.7469,967.0692,100,324.4464,boat1,0
486,486,389.3248,593.7242,100,194.0671,buoy1,0
487,487,2777.5919,358.2757,100,133.7136,buoy1,0
488,488,977.6935,1073.1247,100,69.4316,whale,1
489,489,1780.9834,-149.0915,100,119.6258,boat2,0
490,490,2731.9971,802.3891,100,86.7028,buoy1,0
491,491,721.1657,16.7537,100,56.4164,orca,0
492,492,739.9731,1083.9956,100,258.2124,boat2,0
493,493,1124.8582,-242.2605,100,36.7193,whale,1
494,494,2656.2056,357.4286,100,139.427,dolphin,0
495,495,1251.8289,946.5381,100,193.1372,wubby,0
496,496,947.6313,574.6222,100,208.8361,buoy1,0
497,497,633.5429,-258.6505,100,314.1001,wubby,0
